	16S_136_Nobel	16S_20_Rawson	16S_49_Turjeman	16S_96_Quagliariello
16S_136_Nobel	1.0	0.5678571428571428	0.6060000000000001	0.6411814345991562
16S_20_Rawson	0.5354807692307691	1.0	0.4666666666666667	0.48278481012658225
16S_49_Turjeman	0.5886538461538462	0.6535714285714286	1.0	0.7124050632911392
16S_96_Quagliariello	0.42538461538461536	0.8571428571428571	0.8806666666666667	1.0
