	16S_136_Nobel	16S_20_Rawson	16S_49_Turjeman	16S_96_Quagliariello
16S_136_Nobel	0.9230769230769231	0.5892857142857143	0.7793333333333332	0.4835443037974684
16S_20_Rawson	0.28500000000000003	0.125	0.31400000000000006	0.40438818565400847
16S_49_Turjeman	0.7457692307692307	0.44642857142857134	0.9933333333333334	0.5662447257383966
16S_96_Quagliariello	0.44192307692307686	0.6642857142857143	0.744	0.5866666666666667
