	16S_136_Nobel	16S_20_Rawson	16S_49_Turjeman	16S_96_Quagliariello
16S_136_Nobel	0.9317307692307694	0.6607142857142857	0.7666666666666666	0.4565400843881856
16S_20_Rawson	0.6709615384615385	0.9107142857142858	0.65	0.5890295358649789
16S_49_Turjeman	0.7798076923076923	0.5892857142857143	0.9733333333333334	0.5822784810126582
16S_96_Quagliariello	0.2971153846153846	0.5892857142857143	0.69	0.7569620253164557
