analysis_group	model	fpr	tpr	auc
Duodenum Active	lr	0.2828282828282829	0.6209523809523809	0.744
Duodenum Active	lr	0.2929292929292929	0.6209523809523809	0.744
Duodenum Active	lr	0.303030303030303	0.6209523809523809	0.744
Duodenum Active	lr	0.3131313131313131	0.6209523809523809	0.744
Duodenum Active	lr	0.3232323232323232	0.6209523809523809	0.744
Duodenum Active	lr	0.3333333333333333	0.6542857142857144	0.744
Duodenum Active	lr	0.3434343434343435	0.6542857142857144	0.744
Duodenum Active	lr	0.3535353535353536	0.6542857142857144	0.744
Duodenum Active	lr	0.3636363636363636	0.6542857142857144	0.744
Duodenum Active	lr	0.3737373737373737	0.6542857142857144	0.744
Duodenum Active	lr	0.3838383838383838	0.6542857142857144	0.744
Duodenum Active	lr	0.393939393939394	0.6542857142857144	0.744
Duodenum Active	lr	0.4040404040404041	0.7604761904761905	0.744
Duodenum Active	lr	0.4141414141414142	0.7604761904761905	0.744
Duodenum Active	lr	0.4242424242424242	0.7604761904761905	0.744
Duodenum Active	lr	0.4343434343434343	0.7604761904761905	0.744
Duodenum Active	lr	0.4444444444444445	0.7604761904761905	0.744
Duodenum Active	lr	0.4545454545454546	0.7604761904761905	0.744
Duodenum Active	lr	0.4646464646464647	0.7604761904761905	0.744
Duodenum Active	lr	0.4747474747474748	0.7604761904761905	0.744
Duodenum Active	lr	0.4848484848484848	0.7604761904761905	0.744
Duodenum Active	lr	0.494949494949495	0.7604761904761905	0.744
Duodenum Active	lr	0.5050505050505051	0.8204761904761908	0.744
Duodenum Active	lr	0.5151515151515152	0.8204761904761908	0.744
Duodenum Active	lr	0.5252525252525253	0.8204761904761908	0.744
Duodenum Active	lr	0.5353535353535354	0.8204761904761908	0.744
Duodenum Active	lr	0.5454545454545455	0.8204761904761908	0.744
Duodenum Active	lr	0.5555555555555556	0.8204761904761908	0.744
Duodenum Active	lr	0.5656565656565657	0.8204761904761908	0.744
Duodenum Active	lr	0.5757575757575758	0.8204761904761908	0.744
Duodenum Active	lr	0.5858585858585859	0.8204761904761908	0.744
Duodenum Active	lr	0.595959595959596	0.8204761904761908	0.744
Duodenum Active	lr	0.6060606060606061	0.9085714285714286	0.744
Duodenum Active	lr	0.6161616161616162	0.9085714285714286	0.744
Duodenum Active	lr	0.6262626262626263	0.9085714285714286	0.744
Duodenum Active	lr	0.6363636363636365	0.9085714285714286	0.744
Duodenum Active	lr	0.6464646464646465	0.9085714285714286	0.744
Duodenum Active	lr	0.6565656565656566	0.9085714285714286	0.744
Duodenum Active	lr	0.6666666666666667	0.9252380952380952	0.744
Duodenum Active	lr	0.6767676767676768	0.9252380952380952	0.744
Duodenum Active	lr	0.686868686868687	0.9252380952380952	0.744
Duodenum Active	lr	0.696969696969697	0.9252380952380952	0.744
Duodenum Active	lr	0.7070707070707072	0.9252380952380952	0.744
Duodenum Active	lr	0.7171717171717172	0.9252380952380952	0.744
Duodenum Active	lr	0.7272727272727273	0.9252380952380952	0.744
Duodenum Active	lr	0.7373737373737375	0.9252380952380952	0.744
Duodenum Active	lr	0.7474747474747475	0.9252380952380952	0.744
Duodenum Active	lr	0.7575757575757577	0.9252380952380952	0.744
Duodenum Active	lr	0.7676767676767677	0.9252380952380952	0.744
Duodenum Active	lr	0.7777777777777778	0.9252380952380952	0.744
Duodenum Active	lr	0.787878787878788	0.9252380952380952	0.744
Duodenum Active	lr	0.797979797979798	0.9252380952380952	0.744
Duodenum Active	lr	0.8080808080808082	0.9690476190476192	0.744
Duodenum Active	lr	0.8181818181818182	0.9690476190476192	0.744
Duodenum Active	lr	0.8282828282828284	0.9690476190476192	0.744
Duodenum Active	lr	0.8383838383838385	0.9757142857142856	0.744
Duodenum Active	lr	0.8484848484848485	0.9757142857142856	0.744
Duodenum Active	lr	0.8585858585858587	0.9757142857142856	0.744
Duodenum Active	lr	0.8686868686868687	0.9757142857142856	0.744
Duodenum Active	lr	0.8787878787878789	0.9757142857142856	0.744
Duodenum Active	lr	0.888888888888889	0.9757142857142856	0.744
Duodenum Active	lr	0.8989898989898991	0.9757142857142856	0.744
Duodenum Active	lr	0.9090909090909092	0.9757142857142856	0.744
Duodenum Active	lr	0.9191919191919192	0.9757142857142856	0.744
Duodenum Active	lr	0.9292929292929294	0.9757142857142856	0.744
Duodenum Active	lr	0.9393939393939394	0.9757142857142856	0.744
Duodenum Active	lr	0.9494949494949496	0.9757142857142856	0.744
Duodenum Active	lr	0.9595959595959596	0.9757142857142856	0.744
Duodenum Active	lr	0.9696969696969696	0.9757142857142856	0.744
Duodenum Active	lr	0.97979797979798	0.9757142857142856	0.744
Duodenum Active	lr	0.98989898989899	0.9757142857142856	0.744
Duodenum Active	lr	1.0	1.0	0.744
