"metric","beta","se","p","study","n"
"log2_Firmicutes",-0.36926991176356,0.232513098348185,0.120758312598596,"16S_49_Turjeman",40
"log2_Proteobacteria",1.2294407744072,1.26706844191037,0.338195884130138,"16S_49_Turjeman",40
"log2_Bacteroidota",0.897154540617751,0.425202338588889,0.0416865917306815,"16S_49_Turjeman",40
