"metric","beta","se","z","p","ci_lb","ci_ub","k"
"log2_Bacteroidota",0.39867554063597,0.25010702701458,1.59401974984385,0.110931611452993,-0.0915252245929927,0.888876305864932,4
"log2_Firmicutes",-0.0605983619145071,0.0678060177920628,-0.893701825999294,0.371481448142548,-0.193495714722032,0.072298990893018,4
"log2_Proteobacteria",0.558265202436856,0.802451164203479,0.69569990965244,0.486616782131977,-1.0145101787542,2.13104058362791,4
