"log2_Firmicutes_Bacteroidota_mean","log2_Firmicutes_Bacteroidota_sd","log2_Firmicutes_Bacteroidota_n","log2_Prevotella_Bacteroides_mean","log2_Prevotella_Bacteroides_sd","log2_Prevotella_Bacteroides_n","Study"
0.990165719240369,1.88070324721623,39,-13.001711566573,7.75415506040689,39,"16S_49_Turjeman"
