"metric","estimate","se","t_value","p_value","n","Study"
"log2_Firmicutes_Bacteroidota",-0.112710665171634,0.306286662645814,-0.36799077112271,0.714243160833039,60,"16S_60_Shi"
"log2_Prevotella_Bacteroides",4.64215504883059,1.9485993738284,2.38230346944543,0.0205635105346776,60,"16S_60_Shi"
