"metric","estimate","se","t_value","p_value"
"log2_Firmicutes_Bacteroidota",-0.317130045554512,0.401400146911418,-0.790059615061619,0.4307157418753
"log2_Prevotella_Bacteroides",-0.229486716576873,1.42442444626407,-0.161108381128085,0.872220576461936
