"log2_Firmicutes_Bacteroidota_mean","log2_Firmicutes_Bacteroidota_sd","log2_Firmicutes_Bacteroidota_n","log2_Prevotella_Bacteroides_mean","log2_Prevotella_Bacteroides_sd","log2_Prevotella_Bacteroides_n","Study"
0.731470495541886,1.18066739955312,60,-6.04275231273834,7.97847030341866,60,"16S_60_Shi"
