"metric","beta","se","z","p","ci_lb","ci_ub","k"
"log2_Bacteroidota",0.706614078603866,0.74040639248425,0.954359775626732,0.339901559932464,-0.744555784588491,2.15778394179622,2
"log2_Firmicutes",0.2075803823319,0.0868625704598308,2.38975638451655,0.0168595518417146,0.0373328726260585,0.377827892037741,2
"log2_Proteobacteria",0.385048595853811,0.700651366652338,0.549558045813207,0.582622541356677,-0.988202848503539,1.75830004021116,2
