"metric","beta","se","p","n"
"log2_Firmicutes",0.200385939348642,0.111019034194647,0.0736735969518879,120
"log2_Proteobacteria",0.389144151997091,0.70045027770415,0.57957962999059,120
"log2_Bacteroidota",1.09633949383488,0.641637042525779,0.0901883449022606,120
