	16S_102_Bodkhe	16S_49_Turjeman	16S_60_Shi
16S_102_Bodkhe	0.4591478696741854	0.4644444444444445	0.5002222222222222
16S_49_Turjeman	0.5601503759398496	0.9296296296296296	0.6333333333333333
16S_60_Shi	0.5776942355889724	0.6370370370370371	0.9355555555555555
