	16S_102_Bodkhe	16S_49_Turjeman	16S_60_Shi
16S_102_Bodkhe	0.7606516290726817	0.637037037037037	0.6233333333333334
16S_49_Turjeman	0.5952380952380952	0.9481481481481481	0.5288888888888889
16S_60_Shi	0.5639097744360902	0.5740740740740741	0.8944444444444443
