"metric","estimate","se","t_value","p_value","n","Study"
"log2_Firmicutes_Bacteroidota",-0.872006015060123,0.525249993847372,-1.66017329895203,0.100321831676547,94,"16S_96_Quagliariello"
"log2_Prevotella_Bacteroides",-1.73274093680805,1.55655418650811,-1.11319024536832,0.268558601226946,94,"16S_96_Quagliariello"
