"metric","estimate","se","t_value","p_value"
"log2_Firmicutes_Bacteroidota",-0.592795868787035,0.249590204946349,-2.37507665380723,0.0184497273676566
"log2_Prevotella_Bacteroides",-0.288010051551551,1.02283191194752,-0.281581018530373,0.778543395742285
