"log2_Firmicutes_Bacteroidota_mean","log2_Firmicutes_Bacteroidota_sd","log2_Firmicutes_Bacteroidota_n","log2_Prevotella_Bacteroides_mean","log2_Prevotella_Bacteroides_sd","log2_Prevotella_Bacteroides_n","Study"
0.490075208044815,0.754511974586745,66,-15.3741307151582,5.94618286953401,66,"16S_136_Nobel"
