"metric","estimate","se","t_value","p_value","n","Study"
"log2_Firmicutes_Bacteroidota",-1.26642445238131,0.626402768274133,-2.02174146814608,0.0504797517122223,40,"16S_49_Turjeman"
"log2_Prevotella_Bacteroides",1.39268972115267,3.13224141308268,0.444630390025403,0.6591769946574,40,"16S_49_Turjeman"
