"metric","beta","se","p","study","n"
"log2_Firmicutes",-0.23067657693081,0.397126856164393,0.56366280602454,"16S_119_Salamon",59
"log2_Proteobacteria",0.275198087959269,0.26456292006993,0.302717773772087,"16S_119_Salamon",59
"log2_Bacteroidota",-1.37342024727325,1.69690895261417,0.421730381798702,"16S_119_Salamon",59
