"log2_Firmicutes_Bacteroidota_mean","log2_Firmicutes_Bacteroidota_sd","log2_Firmicutes_Bacteroidota_n","log2_Prevotella_Bacteroides_mean","log2_Prevotella_Bacteroides_sd","log2_Prevotella_Bacteroides_n","Study"
13.7044598112848,5.73937812834792,59,1.78973341582571,5.61399461554399,59,"16S_119_Salamon"
