"metric","estimate","se","t_value","p_value"
"log2_Firmicutes_Bacteroidota",-0.318590095828362,0.872391428625294,-0.365191685033395,0.715650966179421
"log2_Prevotella_Bacteroides",-1.77219961210552,1.045432837781,-1.69518265359555,0.092794698266531
