"metric","beta","se","z","p","ci_lb","ci_ub","k"
"log2_Bacteroidota",0.241598355427892,0.356750256990109,0.677219849724148,0.498266475379108,-0.457619299748129,0.940816010603914,3
"log2_Firmicutes",-0.194437266633411,0.0777793552520435,-2.49985701222822,0.0124243442128407,-0.346882001668162,-0.041992531598659,3
"log2_Proteobacteria",0.604586602421179,0.987519894191947,0.612227263447579,0.54038740589494,-1.33091682421184,2.5400900290542,3
