"metric","beta","se","p","n"
"log2_Firmicutes",-0.146390756522789,0.116982265847119,0.212701199604853,158
"log2_Proteobacteria",0.533916384734617,0.609196679257879,0.382171942868811,158
"log2_Bacteroidota",0.170739289031723,0.386415685225585,0.659218796845245,158
