"metric","beta","se","p","study","n"
"log2_Firmicutes",-0.308872473261757,0.246918847627924,0.219037385755032,"16S_49_Turjeman",39
"log2_Proteobacteria",-0.13047753276394,1.35107088533684,0.923600803398543,"16S_49_Turjeman",39
"log2_Bacteroidota",0.839849662891738,0.479408459930394,0.0883161111213429,"16S_49_Turjeman",39
