"metric","beta","se","p","study","n"
"log2_Firmicutes",0.019445300769064,0.267483981168739,0.942306215925052,"16S_102_Bodkhe",59
"log2_Proteobacteria",-1.0061245994579,1.3198956169283,0.449094205379327,"16S_102_Bodkhe",59
"log2_Bacteroidota",0.169701998898122,0.969901512554411,0.861735641869991,"16S_102_Bodkhe",59
