"metric","estimate","se","t_value","p_value"
"log2_Firmicutes_Bacteroidota",-0.895953554486239,0.658829576682829,-1.35991701981158,0.176493438226205
"log2_Prevotella_Bacteroides",-1.43730154841349,1.19721696395687,-1.20053556847635,0.232377287018855
