"log2_Firmicutes_Bacteroidota_mean","log2_Firmicutes_Bacteroidota_sd","log2_Firmicutes_Bacteroidota_n","log2_Prevotella_Bacteroides_mean","log2_Prevotella_Bacteroides_sd","log2_Prevotella_Bacteroides_n","Study"
5.06899698111355,5.16098460348971,52,-12.6661203251366,6.25999368248585,52,"16S_1211_Milletich"
