fpr	tpr
0.0	0.1492063492063492
0.010101010101010102	0.15042488375821708
0.020202020202020204	0.15164341831008496
0.030303030303030304	0.18460798460798464
0.04040404040404041	0.2718422318422319
0.05050505050505051	0.27530543530543533
0.06060606060606061	0.30099086099086103
0.07070707070707072	0.3880006413339746
0.08080808080808081	0.39874298540965203
0.09090909090909091	0.39996151996151996
0.10101010101010102	0.4663652396985729
0.11111111111111112	0.48592592592592593
0.12121212121212122	0.48592592592592593
0.13131313131313133	0.48592592592592593
0.14141414141414144	0.5492512425845759
0.15151515151515152	0.5516883116883116
0.16161616161616163	0.5663748597081929
0.17171717171717174	0.6090748757415425
0.18181818181818182	0.6102934102934103
0.19191919191919193	0.6232804232804233
0.20202020202020204	0.6492063492063492
0.21212121212121213	0.6555555555555556
0.22222222222222224	0.6555555555555556
0.23232323232323235	0.6555555555555556
0.24242424242424243	0.6693121693121693
0.25252525252525254	0.6693121693121693
0.26262626262626265	0.6693121693121693
0.27272727272727276	0.6995767195767196
0.2828282828282829	0.6995767195767196
0.29292929292929293	0.705925925925926
0.30303030303030304	0.7237037037037037
0.31313131313131315	0.7237037037037037
0.32323232323232326	0.7300529100529101
0.33333333333333337	0.7604232804232804
0.3434343434343435	0.7605836139169473
0.3535353535353536	0.7618021484688152
0.36363636363636365	0.763020683020683
0.37373737373737376	0.7658201058201058
0.38383838383838387	0.7658201058201058
0.393939393939394	0.7658201058201058
0.4040404040404041	0.7888472021805356
0.4141414141414142	0.7900657367324035
0.42424242424242425	0.8067724867724869
0.43434343434343436	0.8134391534391535
0.4444444444444445	0.8134391534391535
0.4545454545454546	0.8134391534391535
0.4646464646464647	0.8134391534391535
0.4747474747474748	0.8255026455026455
0.48484848484848486	0.8255026455026455
0.494949494949495	0.8255026455026455
0.5050505050505051	0.8407407407407407
0.5151515151515152	0.8407407407407407
0.5252525252525253	0.8407407407407407
0.5353535353535354	0.8515343915343915
0.5454545454545455	0.8515343915343915
0.5555555555555556	0.8547089947089948
0.5656565656565657	0.8547089947089948
0.5757575757575758	0.8591534391534392
0.5858585858585859	0.8623280423280424
0.595959595959596	0.8623280423280424
0.6060606060606061	0.8690909090909092
0.6161616161616162	0.8703094436427771
0.6262626262626263	0.871527978194645
0.6363636363636365	0.8745935545935548
0.6464646464646465	0.8752669552669555
0.6565656565656566	0.875940355940356
0.6666666666666667	0.8788359788359791
0.6767676767676768	0.8788359788359791
0.686868686868687	0.8791566458233127
0.696969696969697	0.8803751803751805
0.7070707070707072	0.8838159371492705
0.7171717171717172	0.8842328042328044
0.7272727272727273	0.8842328042328044
0.7373737373737375	0.8842328042328044
0.7474747474747475	0.8842328042328044
0.7575757575757577	0.8842328042328044
0.7676767676767677	0.9133493666827001
0.7777777777777778	0.9145679012345679
0.787878787878788	0.9157864357864358
0.797979797979798	0.9223280423280423
0.8080808080808082	0.9297354497354497
0.8181818181818182	0.9329100529100529
0.8282828282828284	0.9329100529100529
0.8383838383838385	0.9329100529100529
0.8484848484848485	0.9360846560846562
0.8585858585858587	0.9360846560846562
0.8686868686868687	0.9414814814814816
0.8787878787878789	0.9414814814814816
0.888888888888889	0.9414814814814816
0.8989898989898991	0.9414814814814816
0.9090909090909092	0.9511111111111111
0.9191919191919192	0.9511111111111111
0.9292929292929294	0.9574603174603175
0.9393939393939394	0.9596825396825398
0.9494949494949496	0.962857142857143
0.9595959595959597	0.962857142857143
0.9696969696969697	0.9650793650793652
0.9797979797979799	0.9721661054994388
0.98989898989899	0.9733846400513069
1.0	1.0
