"","Num_ASVs_Discarded","Num_ASVs_Kept","Percent_ASVs_Discarded","Percent_ASVs_Kept"
"16S_102_Bodkhe",619,15013,3.95982599795292,96.0401740020471
"16S_80_Garcia",1,5016,0.0199322304165836,99.9800677695834
"16S_119_Salamon",41,9071,0.449956101843723,99.5500438981563
