fpr	tpr
0.0	0.05610859728506788
0.010101010101010102	0.05711869829516888
0.020202020202020204	0.058128799305269895
0.030303030303030304	0.0738447826683121
0.04040404040404041	0.1592760180995475
0.05050505050505051	0.1592760180995475
0.06060606060606061	0.16809954751131218
0.07070707070707072	0.16809954751131218
0.08080808080808081	0.19541112482288953
0.09090909090909091	0.19642122583299051
0.10101010101010102	0.1974313268430915
0.11111111111111112	0.19844142785319255
0.12121212121212122	0.2210750034279446
0.13131313131313133	0.22309520544814662
0.14141414141414144	0.22511540746834866
0.15151515151515152	0.25859728506787333
0.16161616161616163	0.286297362767951
0.17171717171717174	0.28730746377805205
0.18181818181818182	0.33029617441382153
0.19191919191919193	0.332821426939074
0.20202020202020204	0.33822158233922944
0.21212121212121213	0.36683120800767866
0.22222222222222224	0.36935646053293114
0.23232323232323235	0.3795740207504913
0.24242424242424243	0.3935074729192376
0.25252525252525254	0.3955276749394397
0.26262626262626265	0.39754787695964167
0.27272727272727276	0.41444878650761
0.2828282828282829	0.41697403903286256
0.29292929292929293	0.41949929155811505
0.30303030303030304	0.45526875085698615
0.31313131313131315	0.46265025823849354
0.32323232323232326	0.4661856117738471
0.33333333333333337	0.4711915535444947
0.3434343434343435	0.47321175556469675
0.3535353535353536	0.5056081173728233
0.36363636363636365	0.5086384204031263
0.37373737373737376	0.5116687234334293
0.38383838383838387	0.5354358060240413
0.393939393939394	0.5568421774304128
0.4040404040404041	0.5588623794506148
0.4141414141414142	0.5726472873531697
0.42424242424242425	0.5825928972987796
0.43434343434343436	0.5866333013391837
0.4444444444444445	0.6081573655103067
0.4545454545454546	0.6116927190456602
0.4646464646464647	0.6226095799625211
0.4747474747474748	0.6289078568490333
0.48484848484848486	0.6334533113944878
0.494949494949495	0.6379987659399424
0.5050505050505051	0.6603386809269163
0.5151515151515152	0.6633689839572192
0.5252525252525253	0.6663992869875224
0.5353535353535354	0.6747177658942365
0.5454545454545455	0.6928218839983546
0.5555555555555556	0.6958521870286577
0.5656565656565657	0.7018236665295489
0.5757575757575758	0.704853969559852
0.5858585858585859	0.7060971708030532
0.595959595959596	0.7137620549385255
0.6060606060606061	0.7157822569587275
0.6161616161616162	0.729263220439691
0.6262626262626263	0.7441176470588236
0.6363636363636365	0.7441176470588236
0.6464646464646465	0.7441176470588236
0.6565656565656566	0.7803624480095067
0.6666666666666667	0.7813725490196077
0.6767676767676768	0.7882947118241235
0.686868686868687	0.7903149138443256
0.696969696969697	0.8034073769367887
0.7070707070707072	0.8072398190045249
0.7171717171717172	0.8072398190045249
0.7272727272727273	0.8072398190045249
0.7373737373737375	0.8285067873303167
0.7474747474747475	0.8285067873303167
0.7575757575757577	0.8285067873303167
0.7676767676767677	0.8317450523332874
0.7777777777777778	0.8408748114630467
0.787878787878788	0.8423899629781981
0.797979797979798	0.8435188994012522
0.8080808080808082	0.8517162575986104
0.8181818181818182	0.8522213081036609
0.8282828282828284	0.8586087115498879
0.8383838383838385	0.8591137620549384
0.8484848484848485	0.8595022624434389
0.8585858585858587	0.8659490835961424
0.8686868686868687	0.8669591846062434
0.8787878787878789	0.8679692856163446
0.888888888888889	0.9234791352438412
0.8989898989898991	0.9254993372640433
0.9090909090909092	0.9275195392842452
0.9191919191919192	0.9317381964440787
0.9292929292929294	0.9596713743772568
0.9393939393939394	0.9606814753873578
0.9494949494949496	0.9793386352209883
0.9595959595959597	0.9803487362310893
0.9696969696969697	0.9882352941176471
0.9797979797979799	1.0
0.98989898989899	1.0
1.0	1.0
