	16S_102_Bodkhe	16S_119_Salamon	16S_80_Garcia
16S_102_Bodkhe	0.8472222222222223	0.5026315789473684	0.375
16S_119_Salamon	0.5949074074074073	0.5797368421052631	0.646875
16S_80_Garcia	0.4854166666666667	0.49842105263157893	0.1109375
