	16S_102_Bodkhe	16S_119_Salamon	16S_80_Garcia
16S_102_Bodkhe	0.8194444444444444	0.5552631578947369	0.53125
16S_119_Salamon	0.5925925925925926	0.7118421052631578	0.65625
16S_80_Garcia	0.5023148148148149	0.49868421052631595	0.953125
