	Bacteroides	Bifidobacterium	Faecalibacterium	Prevotella_9	Blautia	Escherichia-Shigella	Akkermansia	Subdoligranulum	Alistipes	Ruminococcus	Dorea	Roseburia	Dialister	UCG-002	[Ruminococcus] torques group	Streptococcus	Catenibacterium	Agathobacter	Parabacteroides	Christensenellaceae R-7 group	Fusicatenibacter	Romboutsia	Anaerostipes	Clostridium sensu stricto 1	CAG-352	Lachnospiraceae NK4A136 group	Holdemanella	[Eubacterium] hallii group	Megamonas	Collinsella	Erysipelotrichaceae UCG-003	Incertae Sedis	Prevotella	Phascolarctobacterium	Monoglobus	Lactobacillus	Megasphaera	Coprococcus	Ligilactobacillus	Lachnoclostridium	UCG-005	Barnesiella	NK4A214 group	Intestinibacter	Butyricicoccus	Turicibacter	[Eubacterium] ruminantium group	Veillonella	Rikenellaceae RC9 gut group	Limosilactobacillus	[Ruminococcus] gnavus group	[Eubacterium] eligens group	Prevotella_7	Paraprevotella	Lachnospiraceae ND3007 group	Haemophilus	Lachnospira	Alloprevotella	[Eubacterium] ventriosum group	Odoribacter	Parasutterella	UBA1819	Terrisporobacter	Erysipelatoclostridium	Oscillibacter	Sutterella	UCG-003	Flavonifractor	Family XIII AD3011 group	Klebsiella	Tyzzerella	Intestinimonas	[Ruminococcus] gauvreauii group	Eisenbergiella	Colidextribacter	Butyricimonas	Senegalimassilia	[Eubacterium] siraeum group	CAG-56	Enterobacter	Lachnospiraceae UCG-010	Desulfovibrio	Negativibacillus	Bilophila	Tuzzerella	Lactococcus	Eggerthella	Pseudomonas	Lachnospiraceae UCG-004	Enterococcus	Paludicola	Lachnospiraceae UCG-001	Acidaminococcus
SRR5514927	0.01639983260534912	0.01639983260534912	0.01639983260534912	-0.007997180410734868	-0.009386415870739783	0.01639983260534912	0.01639983260534912	0.01639983260534912	-0.0063641726285904605	0.01639983260534912	0.01639983260534912	-0.00849109766526873	0.01639983260534912	-0.012554550908042162	-0.009543340751644957	-0.01163819163879523	-0.00983539701644275	0.01639983260534912	-0.008559670314062148	-0.01090389826681583	0.01639983260534912	0.01639983260534912	0.01639983260534912	-0.007668290743184528	0.01639983260534912	0.01639983260534912	-0.007517979544636717	0.01639983260534912	0.01639983260534912	-0.00942974245279047	0.01639983260534912	0.01639983260534912	-0.006824871379736114	0.01639983260534912	-0.00730113124927803	0.01639983260534912	0.01639983260534912	0.01639983260534912	0.01639983260534912	0.01639983260534912	-0.008342893050052357	-0.005882861436080594	0.01639983260534912	0.01639983260534912	0.01639983260534912	0.01639983260534912	0.01639983260534912	0.01639983260534912	-0.011264225107008266	0.01639983260534912	0.01639983260534912	0.01639983260534912	-0.007147312773404019	0.01639983260534912	0.01639983260534912	0.01639983260534912	0.01639983260534912	-0.005759648470365209	0.01639983260534912	0.01639983260534912	0.01639983260534912	0.01639983260534912	0.01639983260534912	0.01639983260534912	0.01639983260534912	0.01639983260534912	0.01639983260534912	0.01639983260534912	-0.008375075907461867	0.01639983260534912	0.01639983260534912	0.01639983260534912	0.01639983260534912	0.01639983260534912	0.01639983260534912	0.01639983260534912	0.01639983260534912	0.01639983260534912	0.01639983260534912	0.01639983260534912	0.01639983260534912	0.01639983260534912	0.01639983260534912	0.01639983260534912	0.01639983260534912	0.01639983260534912	0.01639983260534912	0.01639983260534912	0.01639983260534912	0.01639983260534912	0.01639983260534912	0.01639983260534912	0.01639983260534912
SRR5514928	-0.009676521356309881	0.015350098843234105	-0.006772931713694775	0.015350098843234105	-0.010019524520149758	0.015350098843234105	-0.007546819056650085	-0.010421152379593722	-0.007042667387966188	-0.006703224573759228	-0.008822997149033587	0.015350098843234105	0.015350098843234105	-0.00891442205050547	0.015350098843234105	-0.009097957142081548	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	-0.009633516197304529	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	-0.009145694282477083	0.015350098843234105	-0.00915276935358207	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	-0.007497089573603372	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	-0.007306965422830192	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	-0.006986296310537006	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	-0.009782118163949959	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	-0.00673474660852791	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105	0.015350098843234105
SRR5514932	0.015623610336568831	0.015623610336568831	0.015623610336568831	-0.010660462477923785	-0.009797770617101638	-0.010602437017487623	-0.006326917143728546	0.015623610336568831	0.015623610336568831	-0.007930841609934814	-0.008954564616632063	0.015623610336568831	-0.006400164838586764	-0.008934629476089327	0.015623610336568831	-0.008146989637814647	-0.01037942777927728	-0.007819693713983403	0.015623610336568831	-0.008960722961633149	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	-0.00984538738665289	-0.0072435103394069165	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	-0.007790111805701774	0.015623610336568831	-0.00736228596831299	0.015623610336568831	0.015623610336568831	0.015623610336568831	-0.004685365952525461	0.015623610336568831	0.015623610336568831	0.015623610336568831	-0.005974641047068204	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	-0.008331240516230754	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831	0.015623610336568831
SRR5514933	-0.01339498114836654	-0.009411673089996162	-0.012049077632640936	-0.009862693260407486	-0.013236923799243846	-0.016575821120930014	-0.006571807047769475	-0.009471853722950015	0.02144321812500746	-0.01012757607977528	-0.009999543160075659	-0.010545958582978686	0.02144321812500746	-0.012816386410100732	-0.009658134579859973	0.02144321812500746	-0.009816112709018835	0.02144321812500746	-0.012315808458636583	-0.011408823507209466	0.02144321812500746	-0.008299309152571079	0.02144321812500746	0.02144321812500746	0.02144321812500746	-0.009165782309822847	-0.01264055201249593	-0.010524960131257017	0.02144321812500746	0.02144321812500746	0.02144321812500746	0.02144321812500746	0.02144321812500746	-0.011446249337968315	0.02144321812500746	0.02144321812500746	-0.007494083145324226	0.02144321812500746	0.02144321812500746	0.02144321812500746	-0.01329536456741393	0.02144321812500746	-0.012024466815018156	0.02144321812500746	0.02144321812500746	0.02144321812500746	0.02144321812500746	0.02144321812500746	0.02144321812500746	0.02144321812500746	0.02144321812500746	0.02144321812500746	0.02144321812500746	0.02144321812500746	0.02144321812500746	0.02144321812500746	0.02144321812500746	-0.007051701842056183	0.02144321812500746	0.02144321812500746	0.02144321812500746	-0.010341927446251332	0.02144321812500746	0.02144321812500746	-0.009010218980029863	0.02144321812500746	-0.011998777965734415	0.02144321812500746	-0.01002162891918685	0.02144321812500746	0.02144321812500746	0.02144321812500746	0.02144321812500746	0.02144321812500746	0.02144321812500746	-0.00921572051160233	0.02144321812500746	0.02144321812500746	0.02144321812500746	0.02144321812500746	0.02144321812500746	0.02144321812500746	0.02144321812500746	0.02144321812500746	0.02144321812500746	0.02144321812500746	0.02144321812500746	0.02144321812500746	0.02144321812500746	0.02144321812500746	-0.009685606303769419	0.02144321812500746	0.02144321812500746
SRR5514934	-0.006700012734080581	-0.009670221169128298	0.016365670196319695	-0.012869764667962608	-0.008977576184094031	-0.009174114469934864	-0.00879456752412406	0.016365670196319695	0.016365670196319695	-0.0057750939658487675	-0.008026008626829482	-0.006345340916559571	-0.008217850063603415	0.016365670196319695	-0.008753579251611009	-0.005600000792686907	-0.00954691150525748	0.016365670196319695	-0.008139403430773096	0.016365670196319695	0.016365670196319695	-0.007185831026606987	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	-0.007937597019893817	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	-0.010528031675547053	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	-0.007654169329473797	0.016365670196319695	0.016365670196319695	-0.007703118666906754	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	-0.010830832206002788	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	-0.00989822890809104	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695	0.016365670196319695
SRR5514935	0.014818402201024664	-0.01114367830309796	0.014818402201024664	-0.009099256285788162	-0.008744289044301074	-0.00886235232218748	-0.007828251769090477	-0.007990269862627531	0.014818402201024664	-0.005483075769515631	-0.006832303038935512	0.014818402201024664	-0.00552115994925401	0.014818402201024664	0.014818402201024664	-0.007070174652564814	-0.008489153404303349	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	-0.007058339037671711	0.014818402201024664	-0.005489517781140559	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	-0.008430769393077459	0.014818402201024664	0.014818402201024664	0.014818402201024664	-0.006873734906049796	0.014818402201024664	0.014818402201024664	0.014818402201024664	-0.005599310427509145	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	-0.005682931330758111	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664	0.014818402201024664
SRR5514936	0.01459646492234717	-0.009538053032533028	0.01459646492234717	-0.01033852114987016	-0.00948152823074777	-0.00868706915771971	-0.0046686260224979605	-0.008750135373133365	0.01459646492234717	-0.006297965248138899	0.01459646492234717	0.01459646492234717	0.01459646492234717	-0.006870375613426892	0.01459646492234717	-0.008514511767122057	-0.010161472540440262	0.01459646492234717	0.01459646492234717	-0.005722258274124135	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	-0.00937609709878511	-0.006943796337609839	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	-0.006546712769310219	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	-0.005669300487811406	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	-0.0063613759174595405	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717	0.01459646492234717
SRR5514937	-0.010343136312580803	-0.008499786257353025	0.02100324810446981	-0.016299837216506043	-0.012610679454053064	-0.011468585444142327	-0.01301996306687535	-0.012007119568683142	-0.00786912338285781	-0.010209167646285197	-0.009501623566480719	0.02100324810446981	-0.010510718392684582	0.02100324810446981	-0.010521260149174066	-0.012821965704542394	-0.011550061736948688	0.02100324810446981	0.02100324810446981	0.02100324810446981	0.02100324810446981	-0.011221844826982703	0.02100324810446981	-0.009830258634701331	0.02100324810446981	0.02100324810446981	0.02100324810446981	-0.009939710321566056	-0.013776758609321595	0.02100324810446981	-0.009459969843359868	0.02100324810446981	-0.01464679630881222	0.02100324810446981	0.02100324810446981	0.02100324810446981	-0.012277504828891301	0.02100324810446981	-0.009573279892285805	-0.00879295157803254	0.02100324810446981	0.02100324810446981	0.02100324810446981	0.02100324810446981	0.02100324810446981	-0.010458449304164254	0.02100324810446981	0.02100324810446981	0.02100324810446981	0.02100324810446981	0.02100324810446981	0.02100324810446981	0.02100324810446981	-0.00738820656714437	0.02100324810446981	0.02100324810446981	0.02100324810446981	-0.009347306028589675	0.02100324810446981	0.02100324810446981	0.02100324810446981	0.02100324810446981	0.02100324810446981	0.02100324810446981	0.02100324810446981	0.02100324810446981	0.02100324810446981	-0.009131253248776222	0.02100324810446981	0.02100324810446981	0.02100324810446981	0.02100324810446981	0.02100324810446981	0.02100324810446981	0.02100324810446981	0.02100324810446981	0.02100324810446981	0.02100324810446981	0.02100324810446981	0.02100324810446981	0.02100324810446981	-0.011550061736948688	0.02100324810446981	-0.010537679477848082	0.02100324810446981	0.02100324810446981	0.02100324810446981	0.02100324810446981	0.02100324810446981	0.02100324810446981	0.02100324810446981	0.02100324810446981	-0.008039571475005159
SRR5514939	0.015223193240521614	-0.008147251420374278	0.015223193240521614	-0.009843492337918326	-0.007733517077940474	-0.007594943032792629	-0.007358808212718404	-0.00878593159851841	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	-0.007740400848909316	-0.009277706732728227	0.015223193240521614	0.015223193240521614	-0.007456877667033447	0.015223193240521614	0.015223193240521614	-0.007784597712808147	0.015223193240521614	-0.007746267188244967	0.015223193240521614	-0.010016543126935114	0.015223193240521614	0.015223193240521614	-0.0065852900927790906	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	-0.005445153642209134	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	-0.00813498534043161	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	-0.007995652034556083	0.015223193240521614	0.015223193240521614	0.015223193240521614	-0.008008024279282098	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	-0.00608405069293965	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614	0.015223193240521614
SRR5514940	0.013690399083389992	-0.009102453813382403	0.013690399083389992	-0.009640143219555442	0.013690399083389992	-0.007190585152241107	-0.005681420883939755	-0.008775043756252708	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	-0.006412200782946077	0.013690399083389992	0.013690399083389992	-0.007509011762387015	-0.007273715054499527	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	-0.004735844377957459	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	-0.006979377972708139	0.013690399083389992	0.013690399083389992	-0.005129275196479368	0.013690399083389992	0.013690399083389992	-0.008423474858155913	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	-0.008379379840692315	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992	0.013690399083389992
