	16S_102_Bodkhe	16S_49_Turjeman	16S_60_Shi
16S_102_Bodkhe	0.5428571428571429	0.5414814814814816	0.5102222222222224
16S_49_Turjeman	0.5679197994987468	0.9281481481481482	0.6462222222222223
16S_60_Shi	0.5764411027568922	0.6370370370370371	0.9333333333333333
